t o t a l
4 7 6 0
3 7 4 4
5 5 6 6
4 0 8
2 6 2 5
1 4 0 8
7 2 2 5
2 9 7 6
7 2 8
7 1 2
8 0 3 4
7 2 8
2 5 5 0
7 2 0
2 2 5 4
6 9 1 2
4 2 6
4 0 2
7 8 7 8
2 2 9 6
2 2 1 2
1 6 5 6
1 3 9 7
9 6 3
6 7 2 0
1 6 8 0
1 3 8 6
3 0 4 0
3 2 8 9
8 8 9
2 2 1 1
